Operation,Request time,Response time
GetTrackingData,23/2/2023 18:53:27.170,23/2/2023 18:53:28.454
ModifyItem,23/2/2023 19:06:18.400,23/2/2023 19:06:21.200
AddItemToOrder,23/2/2023 19:19:09.630,23/2/2023 19:19:11.130
GetTrackingData,23/2/2023 19:32:00.860,23/2/2023 19:32:02.427
ModifyItem,23/2/2023 19:44:52.090,23/2/2023 19:45:01.690
ModifyItem,23/2/2023 19:57:43.320,23/2/2023 19:57:46.870
Login,23/2/2023 20:10:34.550,23/2/2023 20:10:35.934
GetItemList,23/2/2023 20:23:25.780,23/2/2023 20:23:27.430
GetTrackingData,23/2/2023 20:36:17.010,23/2/2023 20:36:18.527
SendNotification,23/2/2023 20:49:08.240,23/2/2023 20:49:08.390
GetOrderList,23/2/2023 21:01:59.470,23/2/2023 21:02:00.137
GetPaymentMethods,23/2/2023 21:14:50.700,23/2/2023 21:14:51.450
GetTrackingData,23/2/2023 21:27:41.930,23/2/2023 21:27:43.347
GetItemList,23/2/2023 21:40:33.160,23/2/2023 21:40:33.460
GetOrder,23/2/2023 21:53:24.390,23/2/2023 21:53:25.874
GetOrder,23/2/2023 22:06:15.620,23/2/2023 22:06:16.770
GetPaymentMethods,23/2/2023 22:19:06.850,23/2/2023 22:19:08.100
Login,23/2/2023 22:31:58.080,23/2/2023 22:31:59.614
GetOrder,23/2/2023 22:44:49.310,23/2/2023 22:44:49.644
GetOrderList,23/2/2023 22:57:40.540,23/2/2023 22:57:41.540
Login,23/2/2023 23:10:31.770,23/2/2023 23:10:32.787
GetOrderList,23/2/2023 23:23:23.000,23/2/2023 23:23:23.600
GetTrackingData,23/2/2023 23:36:14.230,23/2/2023 23:36:14.480
GetTrackingData,23/2/2023 23:49:05.460,23/2/2023 23:49:06.094
ModifyOrder,24/2/2023 00:01:56.690,24/2/2023 00:01:57.774
SetDeliveryAddress,24/2/2023 00:14:47.920,24/2/2023 00:14:48.154
SetDeliveryAddress,24/2/2023 00:27:39.150,24/2/2023 00:27:40.017
ModifyItem,24/2/2023 00:40:30.380,24/2/2023 00:40:35.597
SetPayment,24/2/2023 00:53:21.610,24/2/2023 00:53:22.760
GetItemList,24/2/2023 01:06:12.840,24/2/2023 01:06:13.907
GetPaymentMethods,24/2/2023 01:19:04.070,24/2/2023 01:19:05.187
ModifyItem,24/2/2023 01:31:55.300,24/2/2023 01:32:01.717
Login,24/2/2023 01:44:46.530,24/2/2023 01:44:47.814
ModifyItem,24/2/2023 01:57:37.760,24/2/2023 01:57:47.727
SendNotification,24/2/2023 02:10:28.990,24/2/2023 02:10:29.457
ModifyOrder,24/2/2023 02:23:20.220,24/2/2023 02:23:24.737
SetPayment,24/2/2023 02:36:11.450,24/2/2023 02:36:12.500
GetPaymentList,24/2/2023 02:49:02.680,24/2/2023 02:49:02.730
ModifyOrder,24/2/2023 03:01:53.910,24/2/2023 03:01:59.044
AddItemToOrder,24/2/2023 03:14:45.140,24/2/2023 03:14:45.224
GetItemList,24/2/2023 03:27:36.370,24/2/2023 03:27:37.520
AddItemToOrder,24/2/2023 03:40:27.600,24/2/2023 03:40:29.167
SetPayment,24/2/2023 03:53:18.830,24/2/2023 03:53:18.997
GetItemList,24/2/2023 04:06:10.060,24/2/2023 04:06:11.410
GetOrder,24/2/2023 04:19:01.290,24/2/2023 04:19:02.274
GetItemList,24/2/2023 04:31:52.520,24/2/2023 04:31:52.604
AddItemToOrder,24/2/2023 04:44:43.750,24/2/2023 04:44:44.434
SetPayment,24/2/2023 04:57:34.980,24/2/2023 04:57:36.464
SetPayment,24/2/2023 05:10:26.210,24/2/2023 05:10:26.310
AddItemToOrder,24/2/2023 05:23:17.440,24/2/2023 05:23:18.857
GetTrackingData,24/2/2023 05:36:08.670,24/2/2023 05:36:09.387
Login,24/2/2023 05:48:59.900,24/2/2023 05:49:00.317
GetTrackingData,24/2/2023 06:01:51.130,24/2/2023 06:01:51.147
GetItemList,24/2/2023 06:14:42.360,24/2/2023 06:14:42.694
GetPaymentMethods,24/2/2023 06:27:33.590,24/2/2023 06:27:33.757
AddItemToOrder,24/2/2023 06:40:24.820,24/2/2023 06:40:25.337
Login,24/2/2023 06:53:16.050,24/2/2023 06:53:16.867
SendNotification,24/2/2023 07:06:07.280,24/2/2023 07:06:07.947
ModifyOrder,24/2/2023 07:18:58.510,24/2/2023 07:19:04.610
GetTrackingData,24/2/2023 07:31:49.740,24/2/2023 07:31:50.124
GetItemList,24/2/2023 07:44:40.970,24/2/2023 07:44:41.670
GetPaymentList,24/2/2023 07:57:32.200,24/2/2023 07:57:32.784
Login,24/2/2023 08:10:23.430,24/2/2023 08:10:24.164
GetTrackingData,24/2/2023 08:23:14.660,24/2/2023 08:23:15.277
Login,24/2/2023 08:36:05.890,24/2/2023 08:36:05.907
ModifyOrder,24/2/2023 08:48:57.120,24/2/2023 08:48:59.804
SetDeliveryAddress,24/2/2023 09:01:48.350,24/2/2023 09:01:50.017
GetTrackingData,24/2/2023 09:14:39.580,24/2/2023 09:14:40.147
GetPaymentList,24/2/2023 09:27:30.810,24/2/2023 09:27:31.610
SendNotification,24/2/2023 09:40:22.040,24/2/2023 09:40:23.107
SendNotification,24/2/2023 09:53:13.270,24/2/2023 09:53:14.004
SetPayment,24/2/2023 10:06:04.500,24/2/2023 10:06:05.317
GetTrackingData,24/2/2023 10:18:55.730,24/2/2023 10:18:56.014
GetOrderList,24/2/2023 10:31:46.960,24/2/2023 10:31:47.127
AddItemToOrder,24/2/2023 10:44:38.190,24/2/2023 10:44:39.707
GetPaymentMethods,24/2/2023 10:57:29.420,24/2/2023 10:57:30.954
GetPaymentList,24/2/2023 11:10:20.650,24/2/2023 11:10:21.784
GetOrder,24/2/2023 11:23:11.880,24/2/2023 11:23:12.830
GetOrder,24/2/2023 11:36:03.110,24/2/2023 11:36:04.427
GetPaymentList,24/2/2023 11:48:54.340,24/2/2023 11:48:55.840
GetPaymentList,24/2/2023 12:01:45.570,24/2/2023 12:01:46.387
SendNotification,24/2/2023 12:14:36.800,24/2/2023 12:14:37.484
SendNotification,24/2/2023 12:27:28.030,24/2/2023 12:27:29.514
GetItem,24/2/2023 12:40:19.260,24/2/2023 12:40:20.710
GetItem,24/2/2023 12:53:10.490,24/2/2023 12:53:11.957
GetTrackingData,24/2/2023 13:06:01.720,24/2/2023 13:06:02.920
SendNotification,24/2/2023 13:18:52.950,24/2/2023 13:18:54.434
GetItem,24/2/2023 13:31:44.180,24/2/2023 13:31:45.614
SendNotification,24/2/2023 13:44:35.410,24/2/2023 13:44:36.794
AddItemToOrder,24/2/2023 13:57:26.640,24/2/2023 13:57:27.574
SetPayment,24/2/2023 14:10:17.870,24/2/2023 14:10:18.887
GetPaymentMethods,24/2/2023 14:23:09.100,24/2/2023 14:23:09.434
ModifyItem,24/2/2023 14:36:00.330,24/2/2023 14:36:06.697
GetPaymentMethods,24/2/2023 14:48:51.560,24/2/2023 14:48:52.694
AddItemToOrder,24/2/2023 15:01:42.790,24/2/2023 15:01:43.274
ModifyItem,24/2/2023 15:14:34.020,24/2/2023 15:14:42.104
ModifyOrder,24/2/2023 15:27:25.250,24/2/2023 15:27:29.200
GetItem,24/2/2023 15:40:16.480,24/2/2023 15:40:18.147
ModifyOrder,24/2/2023 15:53:07.710,24/2/2023 15:53:08.577
AddItemToOrder,24/2/2023 16:05:58.940,24/2/2023 16:05:59.840
SetPayment,24/2/2023 16:18:50.170,24/2/2023 16:18:50.770
GetItemList,24/2/2023 16:31:41.400,24/2/2023 16:31:42.117
GetItemList,24/2/2023 16:44:32.630,24/2/2023 16:44:32.880
ModifyItem,24/2/2023 16:57:23.860,24/2/2023 16:57:25.610
SendNotification,24/2/2023 17:10:15.090,24/2/2023 17:10:15.240
ModifyOrder,24/2/2023 17:23:06.320,24/2/2023 17:23:13.220
GetOrder,24/2/2023 17:35:57.550,24/2/2023 17:35:58.250
ModifyOrder,24/2/2023 17:48:48.780,24/2/2023 17:48:56.680
ModifyItem,24/2/2023 18:01:40.010,24/2/2023 18:01:45.860
SetDeliveryAddress,24/2/2023 18:14:31.240,24/2/2023 18:14:31.740
GetPaymentMethods,24/2/2023 18:27:22.470,24/2/2023 18:27:22.637
GetItemList,24/2/2023 18:40:13.700,24/2/2023 18:40:15.017
GetItemList,24/2/2023 18:53:04.930,24/2/2023 18:53:05.464
SetPayment,24/2/2023 19:05:56.160,24/2/2023 19:05:56.794
SetPayment,24/2/2023 19:18:47.390,24/2/2023 19:18:48.640
GetOrderList,24/2/2023 19:31:38.620,24/2/2023 19:31:38.670
SetDeliveryAddress,24/2/2023 19:44:29.850,24/2/2023 19:44:30.400
GetOrder,24/2/2023 19:57:21.080,24/2/2023 19:57:22.014
GetOrder,24/2/2023 20:10:12.310,24/2/2023 20:10:12.344
SetPayment,24/2/2023 20:23:03.540,24/2/2023 20:23:04.190
Login,24/2/2023 20:35:54.770,24/2/2023 20:35:55.137
AddItemToOrder,24/2/2023 20:48:46.000,24/2/2023 20:48:46.984
ModifyOrder,24/2/2023 21:01:37.230,24/2/2023 21:01:37.514
GetTrackingData,24/2/2023 21:14:28.460,24/2/2023 21:14:29.294
GetItem,24/2/2023 21:27:19.690,24/2/2023 21:27:19.890
SetDeliveryAddress,24/2/2023 21:40:10.920,24/2/2023 21:40:12.520
GetPaymentList,24/2/2023 21:53:02.150,24/2/2023 21:53:02.434
GetItemList,24/2/2023 22:05:53.380,24/2/2023 22:05:53.980
Login,24/2/2023 22:18:44.610,24/2/2023 22:18:45.744
GetOrderList,24/2/2023 22:31:35.840,24/2/2023 22:31:36.357
SetPayment,24/2/2023 22:44:27.070,24/2/2023 22:44:27.470
GetOrder,24/2/2023 22:57:18.300,24/2/2023 22:57:18.700
GetPaymentList,24/2/2023 23:10:09.530,24/2/2023 23:10:09.697
GetTrackingData,24/2/2023 23:23:00.760,24/2/2023 23:23:01.060
ModifyOrder,24/2/2023 23:35:51.990,24/2/2023 23:36:01.124
SetPayment,24/2/2023 23:48:43.220,24/2/2023 23:48:44.020
GetPaymentMethods,25/2/2023 00:01:34.450,25/2/2023 00:01:35.584
GetItem,25/2/2023 00:14:25.680,25/2/2023 00:14:27.014
ModifyItem,25/2/2023 00:27:16.910,25/2/2023 00:27:20.460
GetOrderList,25/2/2023 00:40:08.140,25/2/2023 00:40:08.340
GetItemList,25/2/2023 00:52:59.370,25/2/2023 00:53:00.737
GetPaymentMethods,25/2/2023 01:05:50.600,25/2/2023 01:05:51.434
GetOrder,25/2/2023 01:18:41.830,25/2/2023 01:18:42.847
Login,25/2/2023 01:31:33.060,25/2/2023 01:31:34.394
GetPaymentMethods,25/2/2023 01:44:24.290,25/2/2023 01:44:25.507
GetItem,25/2/2023 01:57:15.520,25/2/2023 01:57:15.870
GetPaymentMethods,25/2/2023 02:10:06.750,25/2/2023 02:10:07.217
GetTrackingData,25/2/2023 02:22:57.980,25/2/2023 02:22:59.030
SetPayment,25/2/2023 02:35:49.210,25/2/2023 02:35:50.160
GetItem,25/2/2023 02:48:40.440,25/2/2023 02:48:41.057
GetOrder,25/2/2023 03:01:31.670,25/2/2023 03:01:33.154
GetOrderList,25/2/2023 03:14:22.900,25/2/2023 03:14:24.450
GetPaymentMethods,25/2/2023 03:27:14.130,25/2/2023 03:27:15.530
GetOrder,25/2/2023 03:40:05.360,25/2/2023 03:40:06.560
GetTrackingData,25/2/2023 03:52:56.590,25/2/2023 03:52:56.674
AddItemToOrder,25/2/2023 04:05:47.820,25/2/2023 04:05:48.154
AddItemToOrder,25/2/2023 04:18:39.050,25/2/2023 04:18:39.634
GetPaymentList,25/2/2023 04:31:30.280,25/2/2023 04:31:30.947
ModifyItem,25/2/2023 04:44:21.510,25/2/2023 04:44:22.977
ModifyOrder,25/2/2023 04:57:12.740,25/2/2023 04:57:13.257
ModifyItem,25/2/2023 05:10:03.970,25/2/2023 05:10:12.154
GetPaymentMethods,25/2/2023 05:22:55.200,25/2/2023 05:22:56.500
ModifyOrder,25/2/2023 05:35:46.430,25/2/2023 05:35:50.564
GetItem,25/2/2023 05:48:37.660,25/2/2023 05:48:38.260
GetOrderList,25/2/2023 06:01:28.890,25/2/2023 06:01:29.590
Login,25/2/2023 06:14:20.120,25/2/2023 06:14:21.704
Login,25/2/2023 06:27:11.350,25/2/2023 06:27:12.000
GetPaymentList,25/2/2023 06:40:02.580,25/2/2023 06:40:02.697
AddItemToOrder,25/2/2023 06:52:53.810,25/2/2023 06:52:55.127
GetItem,25/2/2023 07:05:45.040,25/2/2023 07:05:46.324
SetDeliveryAddress,25/2/2023 07:18:36.270,25/2/2023 07:18:36.837
ModifyOrder,25/2/2023 07:31:27.500,25/2/2023 07:31:33.484
AddItemToOrder,25/2/2023 07:44:18.730,25/2/2023 07:44:20.347
GetItemList,25/2/2023 07:57:09.960,25/2/2023 07:57:10.294
SendNotification,25/2/2023 08:10:01.190,25/2/2023 08:10:02.307
AddItemToOrder,25/2/2023 08:22:52.420,25/2/2023 08:22:53.087
SetDeliveryAddress,25/2/2023 08:35:43.650,25/2/2023 08:35:45.150
GetOrder,25/2/2023 08:48:34.880,25/2/2023 08:48:35.347
GetOrder,25/2/2023 09:01:26.110,25/2/2023 09:01:27.510
ModifyOrder,25/2/2023 09:14:17.340,25/2/2023 09:14:22.707
SendNotification,25/2/2023 09:27:08.570,25/2/2023 09:27:10.037
GetPaymentList,25/2/2023 09:39:59.800,25/2/2023 09:40:01.067
GetItem,25/2/2023 09:52:51.030,25/2/2023 09:52:52.164
ModifyOrder,25/2/2023 10:05:42.260,25/2/2023 10:05:51.927
GetTrackingData,25/2/2023 10:18:33.490,25/2/2023 10:18:34.424
GetOrderList,25/2/2023 10:31:24.720,25/2/2023 10:31:26.004
GetPaymentMethods,25/2/2023 10:44:15.950,25/2/2023 10:44:16.050
GetPaymentList,25/2/2023 10:57:07.180,25/2/2023 10:57:07.447
GetPaymentList,25/2/2023 11:09:58.410,25/2/2023 11:09:59.810
GetOrderList,25/2/2023 11:22:49.640,25/2/2023 11:22:50.657
GetPaymentMethods,25/2/2023 11:35:40.870,25/2/2023 11:35:42.137
GetTrackingData,25/2/2023 11:48:32.100,25/2/2023 11:48:32.117
ModifyItem,25/2/2023 12:01:23.330,25/2/2023 12:01:28.380
GetTrackingData,25/2/2023 12:14:14.560,25/2/2023 12:14:15.910
ModifyItem,25/2/2023 12:27:05.790,25/2/2023 12:27:11.057
SetPayment,25/2/2023 12:39:57.020,25/2/2023 12:39:57.504
GetOrder,25/2/2023 12:52:48.250,25/2/2023 12:52:48.367
GetTrackingData,25/2/2023 13:05:39.480,25/2/2023 13:05:40.480
GetPaymentMethods,25/2/2023 13:18:30.710,25/2/2023 13:18:31.194
GetTrackingData,25/2/2023 13:31:21.940,25/2/2023 13:31:22.274
GetItem,25/2/2023 13:44:13.170,25/2/2023 13:44:13.670
GetOrder,25/2/2023 13:57:04.400,25/2/2023 13:57:05.200
SetPayment,25/2/2023 14:09:55.630,25/2/2023 14:09:56.164
SetPayment,25/2/2023 14:22:46.860,25/2/2023 14:22:47.627
ModifyItem,25/2/2023 14:35:38.090,25/2/2023 14:35:46.207
SetPayment,25/2/2023 14:48:29.320,25/2/2023 14:48:29.720
GetItem,25/2/2023 15:01:20.550,25/2/2023 15:01:22.084
SendNotification,25/2/2023 15:14:11.780,25/2/2023 15:14:12.247
GetItemList,25/2/2023 15:27:03.010,25/2/2023 15:27:03.410
Login,25/2/2023 15:39:54.240,25/2/2023 15:39:54.890
GetOrder,25/2/2023 15:52:45.470,25/2/2023 15:52:46.404
ModifyOrder,25/2/2023 16:05:36.700,25/2/2023 16:05:39.084
ModifyItem,25/2/2023 16:18:27.930,25/2/2023 16:18:28.697
ModifyItem,25/2/2023 16:31:19.160,25/2/2023 16:31:23.277
GetItem,25/2/2023 16:44:10.390,25/2/2023 16:44:10.824
GetPaymentList,25/2/2023 16:57:01.620,25/2/2023 16:57:02.154
GetOrderList,25/2/2023 17:09:52.850,25/2/2023 17:09:53.900
GetPaymentMethods,25/2/2023 17:22:44.080,25/2/2023 17:22:45.114
GetItemList,25/2/2023 17:35:35.310,25/2/2023 17:35:35.460
GetOrderList,25/2/2023 17:48:26.540,25/2/2023 17:48:27.007
SetPayment,25/2/2023 18:01:17.770,25/2/2023 18:01:19.054
SetDeliveryAddress,25/2/2023 18:14:09.000,25/2/2023 18:14:09.367
GetOrder,25/2/2023 18:27:00.230,25/2/2023 18:27:00.714
GetOrder,25/2/2023 18:39:51.460,25/2/2023 18:39:52.594
Login,25/2/2023 18:52:42.690,25/2/2023 18:52:43.940
GetPaymentList,25/2/2023 19:05:33.920,25/2/2023 19:05:34.337
GetItemList,25/2/2023 19:18:25.150,25/2/2023 19:18:25.350
GetPaymentList,25/2/2023 19:31:16.380,25/2/2023 19:31:16.697
GetTrackingData,25/2/2023 19:44:07.610,25/2/2023 19:44:08.110
ModifyItem,25/2/2023 19:56:58.840,25/2/2023 19:57:02.940
GetOrder,25/2/2023 20:09:50.070,25/2/2023 20:09:51.454
ModifyItem,25/2/2023 20:22:41.300,25/2/2023 20:22:44.667
SendNotification,25/2/2023 20:35:32.530,25/2/2023 20:35:33.830
GetOrderList,25/2/2023 20:48:23.760,25/2/2023 20:48:24.127
GetOrderList,25/2/2023 21:01:14.990,25/2/2023 21:01:15.424
GetPaymentList,25/2/2023 21:14:06.220,25/2/2023 21:14:06.637
GetOrder,25/2/2023 21:26:57.450,25/2/2023 21:26:58.417
ModifyOrder,25/2/2023 21:39:48.680,25/2/2023 21:39:52.197
GetPaymentList,25/2/2023 21:52:39.910,25/2/2023 21:52:41.410
GetPaymentMethods,25/2/2023 22:05:31.140,25/2/2023 22:05:32.674
GetOrder,25/2/2023 22:18:22.370,25/2/2023 22:18:23.020
SendNotification,25/2/2023 22:31:13.600,25/2/2023 22:31:14.034
ModifyOrder,25/2/2023 22:44:04.830,25/2/2023 22:44:05.464
GetItem,25/2/2023 22:56:56.060,25/2/2023 22:56:56.594
GetTrackingData,25/2/2023 23:09:47.290,25/2/2023 23:09:48.874
GetPaymentMethods,25/2/2023 23:22:38.520,25/2/2023 23:22:40.070
ModifyOrder,25/2/2023 23:35:29.750,25/2/2023 23:35:30.450
GetPaymentMethods,25/2/2023 23:48:20.980,25/2/2023 23:48:22.080
GetItemList,26/2/2023 00:01:12.210,26/2/2023 00:01:12.610
SendNotification,26/2/2023 00:14:03.440,26/2/2023 00:14:04.374
GetOrderList,26/2/2023 00:26:54.670,26/2/2023 00:26:55.920
GetPaymentList,26/2/2023 00:39:45.900,26/2/2023 00:39:47.284
GetItem,26/2/2023 00:52:37.130,26/2/2023 00:52:37.414
GetItemList,26/2/2023 01:05:28.360,26/2/2023 01:05:29.977
GetItemList,26/2/2023 01:18:19.590,26/2/2023 01:18:21.140
AddItemToOrder,26/2/2023 01:31:10.820,26/2/2023 01:31:11.187
SetPayment,26/2/2023 01:44:02.050,26/2/2023 01:44:02.734
GetItem,26/2/2023 01:56:53.280,26/2/2023 01:56:54.797
GetTrackingData,26/2/2023 02:09:44.510,26/2/2023 02:09:45.577
ModifyItem,26/2/2023 02:22:35.740,26/2/2023 02:22:41.207
Login,26/2/2023 02:35:26.970,26/2/2023 02:35:27.387
ModifyItem,26/2/2023 02:48:18.200,26/2/2023 02:48:25.100
GetItem,26/2/2023 03:01:09.430,26/2/2023 03:01:10.030
GetItem,26/2/2023 03:14:00.660,26/2/2023 03:14:00.910
ModifyOrder,26/2/2023 03:26:51.890,26/2/2023 03:26:56.274
ModifyItem,26/2/2023 03:39:43.120,26/2/2023 03:39:43.920
GetItemList,26/2/2023 03:52:34.350,26/2/2023 03:52:35.834
GetItem,26/2/2023 04:05:25.580,26/2/2023 04:05:26.114
Login,26/2/2023 04:18:16.810,26/2/2023 04:18:17.894
AddItemToOrder,26/2/2023 04:31:08.040,26/2/2023 04:31:09.307
AddItemToOrder,26/2/2023 04:43:59.270,26/2/2023 04:44:00.170
ModifyOrder,26/2/2023 04:56:50.500,26/2/2023 04:56:52.200
GetOrder,26/2/2023 05:09:41.730,26/2/2023 05:09:43.264
GetPaymentMethods,26/2/2023 05:22:32.960,26/2/2023 05:22:33.094
GetItem,26/2/2023 05:35:24.190,26/2/2023 05:35:24.274
Login,26/2/2023 05:48:15.420,26/2/2023 05:48:16.304
GetTrackingData,26/2/2023 06:01:06.650,26/2/2023 06:01:07.867
GetPaymentList,26/2/2023 06:13:57.880,26/2/2023 06:13:58.630
SendNotification,26/2/2023 06:26:49.110,26/2/2023 06:26:50.177
Login,26/2/2023 06:39:40.340,26/2/2023 06:39:41.857
GetOrder,26/2/2023 06:52:31.570,26/2/2023 06:52:32.837
ModifyOrder,26/2/2023 07:05:22.800,26/2/2023 07:05:25.584
SetPayment,26/2/2023 07:18:14.030,26/2/2023 07:18:15.430
SetPayment,26/2/2023 07:31:05.260,26/2/2023 07:31:05.510
GetPaymentList,26/2/2023 07:43:56.490,26/2/2023 07:43:57.657
GetPaymentMethods,26/2/2023 07:56:47.720,26/2/2023 07:56:49.120
GetPaymentMethods,26/2/2023 08:09:38.950,26/2/2023 08:09:39.817
SetPayment,26/2/2023 08:22:30.180,26/2/2023 08:22:31.430
GetOrderList,26/2/2023 08:35:21.410,26/2/2023 08:35:22.060
ModifyOrder,26/2/2023 08:48:12.640,26/2/2023 08:48:20.874
ModifyItem,26/2/2023 09:01:03.870,26/2/2023 09:01:04.504
GetOrderList,26/2/2023 09:13:55.100,26/2/2023 09:13:55.850
Login,26/2/2023 09:26:46.330,26/2/2023 09:26:47.080
GetOrderList,26/2/2023 09:39:37.560,26/2/2023 09:39:37.927
GetItem,26/2/2023 09:52:28.790,26/2/2023 09:52:30.107
SetDeliveryAddress,26/2/2023 10:05:20.020,26/2/2023 10:05:20.404
SetDeliveryAddress,26/2/2023 10:18:11.250,26/2/2023 10:18:11.417
GetOrder,26/2/2023 10:31:02.480,26/2/2023 10:31:03.464
ModifyOrder,26/2/2023 10:43:53.710,26/2/2023 10:43:58.977
GetOrderList,26/2/2023 10:56:44.940,26/2/2023 10:56:45.507
ModifyItem,26/2/2023 11:09:36.170,26/2/2023 11:09:42.737
Login,26/2/2023 11:22:27.400,26/2/2023 11:22:28.567
SetDeliveryAddress,26/2/2023 11:35:18.630,26/2/2023 11:35:19.014
GetOrder,26/2/2023 11:48:09.860,26/2/2023 11:48:10.327
ModifyOrder,26/2/2023 12:01:01.090,26/2/2023 12:01:09.940
GetItem,26/2/2023 12:13:52.320,26/2/2023 12:13:52.870
Login,26/2/2023 12:26:43.550,26/2/2023 12:26:44.984
SetPayment,26/2/2023 12:39:34.780,26/2/2023 12:39:35.230
SendNotification,26/2/2023 12:52:26.010,26/2/2023 12:52:27.044
GetOrder,26/2/2023 13:05:17.240,26/2/2023 13:05:17.307
GetPaymentList,26/2/2023 13:18:08.470,26/2/2023 13:18:08.820
GetTrackingData,26/2/2023 13:30:59.700,26/2/2023 13:30:59.750
GetOrder,26/2/2023 13:43:50.930,26/2/2023 13:43:51.580
ModifyOrder,26/2/2023 13:56:42.160,26/2/2023 13:56:47.694
GetTrackingData,26/2/2023 14:09:33.390,26/2/2023 14:09:33.724
Login,26/2/2023 14:22:24.620,26/2/2023 14:22:25.087
ModifyItem,26/2/2023 14:35:15.850,26/2/2023 14:35:23.517
GetOrderList,26/2/2023 14:48:07.080,26/2/2023 14:48:08.414
GetOrderList,26/2/2023 15:00:58.310,26/2/2023 15:00:58.827
GetItem,26/2/2023 15:13:49.540,26/2/2023 15:13:50.524
GetTrackingData,26/2/2023 15:26:40.770,26/2/2023 15:26:41.954
GetOrderList,26/2/2023 15:39:32.000,26/2/2023 15:39:32.050
Login,26/2/2023 15:52:23.230,26/2/2023 15:52:24.480
GetPaymentList,26/2/2023 16:05:14.460,26/2/2023 16:05:15.494
SetPayment,26/2/2023 16:18:05.690,26/2/2023 16:18:06.607
SendNotification,26/2/2023 16:30:56.920,26/2/2023 16:30:58.004
ModifyOrder,26/2/2023 16:43:48.150,26/2/2023 16:43:52.834
GetItemList,26/2/2023 16:56:39.380,26/2/2023 16:56:40.630
GetItemList,26/2/2023 17:09:30.610,26/2/2023 17:09:31.594
GetItem,26/2/2023 17:22:21.840,26/2/2023 17:22:22.640
SetDeliveryAddress,26/2/2023 17:35:13.070,26/2/2023 17:35:13.420
Login,26/2/2023 17:48:04.300,26/2/2023 17:48:04.634
GetOrderList,26/2/2023 18:00:55.530,26/2/2023 18:00:56.830
AddItemToOrder,26/2/2023 18:13:46.760,26/2/2023 18:13:48.027
GetItem,26/2/2023 18:26:37.990,26/2/2023 18:26:38.724
GetPaymentMethods,26/2/2023 18:39:29.220,26/2/2023 18:39:30.420
Login,26/2/2023 18:52:20.450,26/2/2023 18:52:20.817
ModifyItem,26/2/2023 19:05:11.680,26/2/2023 19:05:19.714
GetOrder,26/2/2023 19:18:02.910,26/2/2023 19:18:03.894
AddItemToOrder,26/2/2023 19:30:54.140,26/2/2023 19:30:55.607
Login,26/2/2023 19:43:45.370,26/2/2023 19:43:45.604
GetOrderList,26/2/2023 19:56:36.600,26/2/2023 19:56:36.850
GetTrackingData,26/2/2023 20:09:27.830,26/2/2023 20:09:28.230
ModifyItem,26/2/2023 20:22:19.060,26/2/2023 20:22:22.677
SetPayment,26/2/2023 20:35:10.290,26/2/2023 20:35:10.957
ModifyItem,26/2/2023 20:48:01.520,26/2/2023 20:48:06.120
GetTrackingData,26/2/2023 21:00:52.750,26/2/2023 21:00:53.584
GetTrackingData,26/2/2023 21:13:43.980,26/2/2023 21:13:45.430
GetItemList,26/2/2023 21:26:35.210,26/2/2023 21:26:36.244
SendNotification,26/2/2023 21:39:26.440,26/2/2023 21:39:27.874
SetDeliveryAddress,26/2/2023 21:52:17.670,26/2/2023 21:52:17.887
SetDeliveryAddress,26/2/2023 22:05:08.900,26/2/2023 22:05:08.984
GetTrackingData,26/2/2023 22:18:00.130,26/2/2023 22:18:00.180
GetTrackingData,26/2/2023 22:30:51.360,26/2/2023 22:30:52.244
GetPaymentList,26/2/2023 22:43:42.590,26/2/2023 22:43:43.590
ModifyOrder,26/2/2023 22:56:33.820,26/2/2023 22:56:39.454
ModifyOrder,26/2/2023 23:09:25.050,26/2/2023 23:09:34.817
GetPaymentList,26/2/2023 23:22:16.280,26/2/2023 23:22:17.780
GetOrderList,26/2/2023 23:35:07.510,26/2/2023 23:35:08.094
GetTrackingData,26/2/2023 23:47:58.740,26/2/2023 23:47:58.790
SendNotification,27/2/2023 00:00:49.970,27/2/2023 00:00:50.954
GetItem,27/2/2023 00:13:41.200,27/2/2023 00:13:42.150
SetDeliveryAddress,27/2/2023 00:26:32.430,27/2/2023 00:26:33.764
GetPaymentMethods,27/2/2023 00:39:23.660,27/2/2023 00:39:24.110
Login,27/2/2023 00:52:14.890,27/2/2023 00:52:15.557
GetItem,27/2/2023 01:05:06.120,27/2/2023 01:05:07.137
GetPaymentList,27/2/2023 01:17:57.350,27/2/2023 01:17:57.484
GetOrder,27/2/2023 01:30:48.580,27/2/2023 01:30:48.747
GetPaymentMethods,27/2/2023 01:43:39.810,27/2/2023 01:43:40.394
SendNotification,27/2/2023 01:56:31.040,27/2/2023 01:56:32.557
GetOrder,27/2/2023 02:09:22.270,27/2/2023 02:09:22.537
SetDeliveryAddress,27/2/2023 02:22:13.500,27/2/2023 02:22:13.750
SetPayment,27/2/2023 02:35:04.730,27/2/2023 02:35:05.647
GetItemList,27/2/2023 02:47:55.960,27/2/2023 02:47:57.560
Login,27/2/2023 03:00:47.190,27/2/2023 03:00:48.007
SendNotification,27/2/2023 03:13:38.420,27/2/2023 03:13:39.837
ModifyItem,27/2/2023 03:26:29.650,27/2/2023 03:26:31.500
